,DATETIMEDATA,PM25,RAIN,PM10,O3,CO,NO2,SO2,WD,WS,TEMP,RH,BP
0,2024-01-30 00:00:00,12.2,0,,33.0,,,,172,1,26,82,762
1,2024-01-30 01:00:00,11.8,0,,17.0,,,,175,1,26,80,761
2,2024-01-30 02:00:00,18.0,4,,1.0,,,,134,1,25,85,761
3,2024-01-30 03:00:00,9.6,0,,11.0,,,,167,1,25,82,760
4,2024-01-30 04:00:00,12.5,0,,8.0,,,,103,1,26,81,760
5,2024-01-30 05:00:00,12.5,0,,0.0,,,,108,1,26,82,761
6,2024-01-30 06:00:00,10.4,0,,1.0,,,,121,1,26,83,761
7,2024-01-30 07:00:00,18.7,0,,13.0,,,,125,1,26,81,761
8,2024-01-30 08:00:00,17.5,0,,0.0,,,,120,1,28,74,762
9,2024-01-30 09:00:00,17.2,0,,3.0,,,,167,1,29,67,762
10,2024-01-30 10:00:00,12.7,0,,20.0,,,,148,0,30,60,762
11,2024-01-30 11:00:00,14.9,0,,30.0,,,,193,0,31,56,761
12,2024-01-30 12:00:00,15.3,0,,31.0,,,,198,1,32,52,761
13,2024-01-30 13:00:00,18.9,0,,19.0,,,,166,1,32,52,760
14,2024-01-30 14:00:00,15.8,0,,,,,,188,1,32,50,759
15,2024-01-30 15:00:00,17.4,0,,14.0,,,,184,1,32,52,759
16,2024-01-30 16:00:00,16.3,0,,0.0,,,,139,1,31,55,759
17,2024-01-30 17:00:00,21.5,0,,1.0,,,,130,1,29,61,759
18,2024-01-30 18:00:00,16.4,0,,6.0,,,,131,1,28,67,760
19,2024-01-30 19:00:00,24.0,0,,2.0,,,,120,1,28,71,760
20,2024-01-30 20:00:00,21.0,0,,4.0,,,,120,1,27,72,761
21,2024-01-30 21:00:00,22.1,0,,14.0,,,,121,1,27,73,761
22,2024-01-30 22:00:00,14.7,0,,26.0,,,,117,1,27,75,762
23,2024-01-30 23:00:00,14.3,0,,28.0,,,,118,1,27,76,762
24,2024-01-31 00:00:00,18.0,0,,25.0,,,,113,0,26,78,761
25,2024-01-31 01:00:00,18.7,0,,6.0,,,,107,0,26,79,761
26,2024-01-31 02:00:00,23.7,0,,17.0,,,,108,1,26,78,760
27,2024-01-31 03:00:00,17.1,0,,1.0,,,,114,1,26,79,760
28,2024-01-31 04:00:00,14.8,0,,9.0,,,,112,1,26,82,760
29,2024-01-31 05:00:00,19.8,0,,0.0,,,,108,0,26,85,760
30,2024-01-31 06:00:00,15.8,0,,1.0,,,,107,0,25,88,761
31,2024-01-31 07:00:00,21.7,0,,2.0,,,,108,0,26,86,761
32,2024-01-31 08:00:00,21.2,0,,1.0,,,,110,1,28,75,761
33,2024-01-31 09:00:00,16.1,0,,1.0,,,,127,1,29,68,762
34,2024-01-31 10:00:00,15.0,0,,0.0,,,,164,1,30,59,762
35,2024-01-31 11:00:00,13.3,0,,2.0,,,,164,1,31,58,761
36,2024-01-31 12:00:00,14.0,0,,14.0,,,,189,1,31,55,761
37,2024-01-31 13:00:00,17.4,0,,0.0,,,,184,1,31,54,760
38,2024-01-31 14:00:00,16.3,0,,16.0,,,,161,1,31,54,759
39,2024-01-31 15:00:00,12.9,0,,,,,,180,1,31,54,759
40,2024-01-31 16:00:00,8.2,0,,26.0,,,,153,1,31,56,759
41,2024-01-31 17:00:00,12.6,0,,3.0,,,,153,1,29,65,759
42,2024-01-31 18:00:00,14.5,0,,18.0,,,,150,1,28,71,759
43,2024-01-31 19:00:00,14.7,0,,6.0,,,,117,1,28,75,760
44,2024-01-31 20:00:00,20.0,0,,14.0,,,,119,1,27,76,760
45,2024-01-31 21:00:00,18.7,0,,17.0,,,,118,1,27,77,761
46,2024-01-31 22:00:00,16.7,0,,0.0,,,,108,1,27,81,761
47,2024-01-31 23:00:00,24.3,0,,0.0,,,,111,1,26,81,761
48,2024-02-01 00:00:00,19.6,0,,1.0,,,,110,0,26,82,761
49,2024-02-01 01:00:00,19.2,0,,12.0,,,,108,0,26,85,761
50,2024-02-01 02:00:00,19.0,0,,9.0,,,,106,0,26,86,760
51,2024-02-01 03:00:00,17.8,0,,1.0,,,,111,0,25,88,760
52,2024-02-01 04:00:00,13.8,0,,0.0,,,,116,0,25,89,760
53,2024-02-01 05:00:00,19.7,0,,0.0,,,,114,0,25,89,760
54,2024-02-01 06:00:00,18.0,0,,0.0,,,,105,0,25,89,761
55,2024-02-01 07:00:00,23.9,0,,2.0,,,,105,0,26,85,761
56,2024-02-01 08:00:00,29.9,0,,1.0,,,,111,1,28,78,762
57,2024-02-01 09:00:00,23.5,0,,2.0,,,,121,1,29,70,762
58,2024-02-01 10:00:00,19.5,0,,1.0,,,,142,1,30,61,762
59,2024-02-01 11:00:00,17.8,0,,1.0,,,,171,1,31,57,762
60,2024-02-01 12:00:00,18.9,0,,1.0,,,,160,1,32,53,761
61,2024-02-01 13:00:00,17.5,0,,9.0,,,,171,1,32,52,760
62,2024-02-01 14:00:00,17.9,0,,16.0,,,,164,1,32,51,760
63,2024-02-01 15:00:00,16.7,0,,5.0,,,,167,1,31,52,760
64,2024-02-01 16:00:00,13.1,0,,,,,,166,1,31,54,759
65,2024-02-01 17:00:00,17.8,0,,20.0,,,,135,1,29,62,759
66,2024-02-01 18:00:00,13.0,0,,18.0,,,,126,1,28,68,759
67,2024-02-01 19:00:00,22.5,0,,0.0,,,,117,1,28,73,760
68,2024-02-01 20:00:00,21.9,0,,1.0,,,,113,1,27,75,761
69,2024-02-01 21:00:00,22.3,0,,10.0,,,,111,1,27,77,761
70,2024-02-01 22:00:00,20.7,0,,1.0,,,,113,1,27,80,761
71,2024-02-01 23:00:00,25.6,0,,0.0,,,,109,1,26,83,761
72,2024-02-02 00:00:00,30.9,0,,0.0,,,,109,0,26,84,760
73,2024-02-02 01:00:00,25.9,0,,1.0,,,,108,0,26,86,760
74,2024-02-02 02:00:00,27.4,0,,4.0,,,,107,0,25,86,760
75,2024-02-02 03:00:00,18.4,0,,0.0,,,,105,0,25,89,759
76,2024-02-02 04:00:00,25.1,0,,0.0,,,,105,0,25,89,759
77,2024-02-02 05:00:00,29.3,0,,0.0,,,,103,0,24,91,760
78,2024-02-02 06:00:00,30.1,0,,0.0,,,,104,0,24,91,760
79,2024-02-02 07:00:00,29.6,0,,1.0,,,,105,0,25,90,760
80,2024-02-02 08:00:00,32.4,0,,5.0,,,,109,0,27,81,761
81,2024-02-02 09:00:00,31.8,0,,0.0,,,,113,1,29,68,761
82,2024-02-02 10:00:00,19.3,0,,0.0,,,,127,1,31,59,761
83,2024-02-02 11:00:00,15.8,0,,0.0,,,,169,1,32,54,761
84,2024-02-02 12:00:00,18.4,0,,1.0,,,,191,1,32,52,760
85,2024-02-02 13:00:00,16.5,0,,3.0,,,,172,1,32,52,759
86,2024-02-02 14:00:00,15.0,0,,5.0,,,,141,1,32,50,759
87,2024-02-02 15:00:00,13.6,0,,1.0,,,,168,1,32,52,758
88,2024-02-02 16:00:00,14.4,0,,2.0,,,,153,1,31,57,758
89,2024-02-02 17:00:00,10.7,0,,,,,,158,1,30,64,758
90,2024-02-02 18:00:00,11.9,0,,15.0,,,,116,1,29,70,759
91,2024-02-02 19:00:00,16.7,0,,13.0,,,,122,1,28,74,759
92,2024-02-02 20:00:00,16.7,0,,0.0,,,,116,1,27,77,760
93,2024-02-02 21:00:00,23.6,0,,7.0,,,,116,1,27,79,760
94,2024-02-02 22:00:00,17.3,0,,0.0,,,,110,1,27,80,760
95,2024-02-02 23:00:00,19.4,0,,1.0,,,,110,0,27,81,760
96,2024-02-03 00:00:00,17.2,0,,0.0,,,,109,0,26,82,760
97,2024-02-03 01:00:00,18.6,0,,1.0,,,,108,0,26,84,760
98,2024-02-03 02:00:00,22.2,0,,0.0,,,,107,0,26,85,760
99,2024-02-03 03:00:00,21.9,0,,9.0,,,,117,1,26,80,759
100,2024-02-03 04:00:00,17.3,0,,15.0,,,,116,1,26,79,759
101,2024-02-03 05:00:00,16.1,0,,15.0,,,,114,1,26,78,760
102,2024-02-03 06:00:00,14.6,0,,2.0,,,,107,0,25,87,760
103,2024-02-03 07:00:00,25.8,0,,1.0,,,,108,0,26,87,761
104,2024-02-03 08:00:00,33.8,0,,1.0,,,,111,1,28,74,761
105,2024-02-03 09:00:00,20.5,0,,1.0,,,,124,1,29,66,762
106,2024-02-03 10:00:00,12.5,0,,1.0,,,,134,1,30,61,762
107,2024-02-03 11:00:00,18.8,0,,0.0,,,,138,1,32,55,761
108,2024-02-03 12:00:00,12.9,0,,1.0,,,,164,1,32,52,760
109,2024-02-03 13:00:00,11.3,0,,2.0,,,,148,1,32,51,760
110,2024-02-03 14:00:00,12.0,0,,15.0,,,,149,1,33,50,759
111,2024-02-03 15:00:00,19.2,0,,3.0,,,,167,1,32,52,758
112,2024-02-03 16:00:00,14.1,0,,17.0,,,,186,1,31,57,758
113,2024-02-03 17:00:00,11.9,0,,0.0,,,,188,1,30,65,759
114,2024-02-03 18:00:00,13.1,0,,,,,,182,1,28,70,759
115,2024-02-03 19:00:00,20.9,0,,3.0,,,,140,1,28,72,760
116,2024-02-03 20:00:00,20.2,0,,1.0,,,,119,1,28,74,760
117,2024-02-03 21:00:00,16.8,0,,4.0,,,,112,1,27,76,761
118,2024-02-03 22:00:00,15.5,0,,1.0,,,,111,1,27,77,761
119,2024-02-03 23:00:00,10.5,0,,1.0,,,,107,0,27,78,761
120,2024-02-04 00:00:00,12.7,0,,0.0,,,,108,0,27,79,761
121,2024-02-04 01:00:00,13.0,0,,6.0,,,,106,0,27,80,760
122,2024-02-04 02:00:00,9.9,0,,11.0,,,,100,0,27,78,760
123,2024-02-04 03:00:00,13.2,0,,0.0,,,,96,0,26,81,760
124,2024-02-04 04:00:00,14.2,0,,13.0,,,,100,0,26,84,760
125,2024-02-04 05:00:00,15.7,0,,2.0,,,,107,0,25,89,760
126,2024-02-04 06:00:00,23.3,0,,2.0,,,,103,0,25,89,761
127,2024-02-04 07:00:00,24.0,0,,3.0,,,,107,0,25,87,761
128,2024-02-04 08:00:00,29.4,0,,12.0,,,,110,1,28,73,762
129,2024-02-04 09:00:00,19.3,0,,1.0,,,,95,1,30,63,762
130,2024-02-04 10:00:00,16.4,0,,1.0,,,,109,1,31,58,761
131,2024-02-04 11:00:00,17.4,0,,0.0,,,,121,1,33,54,761
132,2024-02-04 12:00:00,17.2,0,,0.0,,,,122,2,33,52,760
133,2024-02-04 13:00:00,15.4,0,,25.0,,,,137,2,33,54,759
134,2024-02-04 14:00:00,17.6,0,,1.0,,,,140,3,33,55,759
135,2024-02-04 15:00:00,20.5,0,,2.0,,,,145,3,32,55,758
136,2024-02-04 16:00:00,20.7,0,,24.0,,,,140,2,31,57,759
137,2024-02-04 17:00:00,25.7,0,,2.0,,,,138,2,30,63,759
138,2024-02-04 18:00:00,21.7,0,,28.0,,,,128,1,29,68,760
139,2024-02-04 19:00:00,22.7,0,,,,,,128,1,28,72,760
140,2024-02-04 20:00:00,26.5,0,,28.0,,,,112,1,28,75,761
141,2024-02-04 21:00:00,22.9,0,,0.0,,,,111,1,27,78,761
142,2024-02-04 22:00:00,29.1,0,,0.0,,,,107,0,27,78,761
143,2024-02-04 23:00:00,27.4,0,,0.0,,,,108,0,27,77,761
144,2024-02-05 00:00:00,22.2,0,,7.0,,,,106,0,27,79,761
145,2024-02-05 01:00:00,28.9,0,,1.0,,,,102,0,26,84,761
146,2024-02-05 02:00:00,36.0,0,,5.0,,,,99,0,26,85,760
147,2024-02-05 03:00:00,31.0,0,,9.0,,,,102,0,25,86,760
148,2024-02-05 04:00:00,27.9,0,,12.0,,,,100,0,25,88,760
149,2024-02-05 05:00:00,31.2,0,,14.0,,,,102,0,25,89,760
150,2024-02-05 06:00:00,30.2,0,,14.0,,,,101,0,25,89,760
151,2024-02-05 07:00:00,33.8,0,,0.0,,,,113,0,25,89,761
152,2024-02-05 08:00:00,39.3,0,,9.0,,,,106,1,27,81,762
153,2024-02-05 09:00:00,43.4,0,,0.0,,,,116,1,29,72,762
154,2024-02-05 10:00:00,26.9,0,,3.0,,,,124,1,30,62,762
155,2024-02-05 11:00:00,25.3,0,,0.0,,,,124,2,32,59,761
156,2024-02-05 12:00:00,26.8,0,,1.0,,,,130,2,33,53,760
157,2024-02-05 13:00:00,22.0,0,,2.0,,,,139,1,33,49,760
158,2024-02-05 14:00:00,21.4,0,,26.0,,,,159,1,33,47,759
159,2024-02-05 15:00:00,24.6,0,,26.0,,,,147,1,33,49,759
160,2024-02-05 16:00:00,22.5,0,,9.0,,,,134,1,32,53,759
161,2024-02-05 17:00:00,25.3,0,,33.0,,,,149,1,31,58,759
162,2024-02-05 18:00:00,15.0,0,,25.0,,,,123,1,29,63,759
163,2024-02-05 19:00:00,19.5,0,,0.0,,,,113,1,28,71,760
164,2024-02-05 20:00:00,17.4,0,,,,,,109,1,28,74,761
165,2024-02-05 21:00:00,16.3,0,,6.0,,,,112,1,28,76,761
166,2024-02-05 22:00:00,16.0,0,,1.0,,,,111,0,27,78,761
167,2024-02-05 23:00:00,17.4,0,,1.0,,,,114,1,27,78,761
168,2024-02-06 00:00:00,,0,,8.0,,,,119,1,27,76,761
169,2024-02-06 01:00:00,,0,,0.0,,,,103,0,27,77,761
170,2024-02-06 02:00:00,19.8,0,,0.0,,,,101,0,26,83,760
171,2024-02-06 03:00:00,23.1,0,,0.0,,,,103,0,26,85,760
172,2024-02-06 04:00:00,20.7,0,,2.0,,,,104,0,25,87,760
173,2024-02-06 05:00:00,24.0,0,,0.0,,,,106,0,25,89,760
174,2024-02-06 06:00:00,23.4,0,,1.0,,,,106,0,25,89,761
175,2024-02-06 07:00:00,26.3,0,,0.0,,,,107,0,25,89,761
176,2024-02-06 08:00:00,31.0,0,,1.0,,,,111,1,26,85,762
177,2024-02-06 09:00:00,32.9,0,,10.0,,,,120,2,28,77,762
178,2024-02-06 10:00:00,26.2,0,,10.0,,,,126,2,30,68,762
179,2024-02-06 11:00:00,20.3,0,,4.0,,,,126,2,31,63,761
180,2024-02-06 12:00:00,19.5,0,,5.0,,,,131,2,32,55,761
181,2024-02-06 13:00:00,13.5,0,,18.0,,,,159,1,33,50,760
182,2024-02-06 14:00:00,12.9,0,,5.0,,,,173,1,33,50,759
183,2024-02-06 15:00:00,11.1,0,,12.0,,,,148,1,33,50,758
184,2024-02-06 16:00:00,,0,,5.0,,,,166,1,32,53,758
185,2024-02-06 17:00:00,,0,,4.0,,,,128,2,31,57,758
186,2024-02-06 18:00:00,12.5,0,,3.0,,,,125,1,30,63,759
187,2024-02-06 19:00:00,13.9,0,,0.0,,,,115,1,29,71,759
188,2024-02-06 20:00:00,20.0,0,,0.0,,,,113,1,28,75,760
189,2024-02-06 21:00:00,19.3,0,,,,,,111,1,28,77,760
190,2024-02-06 22:00:00,17.7,0,,8.0,,,,112,1,28,79,761
